Timestamp,Dataset,p,Experiment,k,Steps,Samples,Alpha,Greedy_Obj,FW_Obj,Ratio,Greedy_Time_s,FW_Time_s,Speedup_x,Status
2026-01-28 18:22:40,Arrhythmia,262,compare_k78_a0.2_m20_block_1,78,1560,20,0.2000,217.1170,215.5226,0.9927,0.7519,0.6591,1.1408,DONE
2026-01-28 18:22:43,Arrhythmia,262,compare_k131_a0.2_m20_block_1,131,2620,20,0.2000,249.8098,249.5620,0.9990,2.1438,1.1118,1.9283,DONE
2026-01-28 18:22:45,Arrhythmia,262,compare_k2_a0.2_m50_block_1,2,1000,50,0.2000,32.4524,28.5764,0.8806,0.0089,0.6056,0.0147,DONE
2026-01-28 18:22:46,Arrhythmia,262,compare_k26_a0.2_m50_block_1,26,1000,50,0.2000,141.5791,136.0180,0.9607,0.1098,0.6032,0.1821,DONE
2026-01-28 18:22:47,Arrhythmia,262,compare_k52_a0.2_m50_block_1,52,1040,50,0.2000,188.6110,184.5775,0.9786,0.3491,0.6295,0.5546,DONE
2026-01-28 18:22:48,Arrhythmia,262,compare_k78_a0.2_m50_block_1,78,1560,50,0.2000,217.1170,214.9354,0.9900,0.7538,0.9370,0.8045,DONE
2026-01-28 18:22:52,Arrhythmia,262,compare_k131_a0.2_m50_block_1,131,2620,50,0.2000,249.8098,249.8560,1.0002,2.1425,1.5722,1.3628,DONE
2026-01-28 18:22:54,Arrhythmia,262,compare_k2_a0.2_m100_block_1,2,1000,100,0.2000,32.4524,30.7825,0.9485,0.0092,0.9056,0.0102,DONE
2026-01-28 18:22:55,Arrhythmia,262,compare_k26_a0.2_m100_block_1,26,1000,100,0.2000,141.5791,135.3823,0.9562,0.1109,0.9037,0.1228,DONE
2026-01-28 18:22:56,Arrhythmia,262,compare_k52_a0.2_m100_block_1,52,1040,100,0.2000,188.6110,184.6922,0.9792,0.3473,0.9454,0.3674,DONE
2026-01-28 18:22:59,Arrhythmia,262,compare_k78_a0.2_m100_block_1,78,1560,100,0.2000,217.1170,214.4916,0.9879,0.7557,1.3969,0.5410,DONE
2026-01-28 18:23:03,Arrhythmia,262,compare_k131_a0.2_m100_block_1,131,2620,100,0.2000,249.8098,249.7317,0.9997,2.1250,2.3405,0.9079,DONE
2026-01-28 18:23:06,Arrhythmia,262,compare_k2_a0.2_m200_block_1,2,1000,200,0.2000,32.4524,29.6561,0.9138,0.0089,1.4927,0.0060,DONE
2026-01-28 18:23:07,Arrhythmia,262,compare_k26_a0.2_m200_block_1,26,1000,200,0.2000,141.5791,136.8949,0.9669,0.1105,1.4698,0.0752,DONE
2026-01-28 18:23:09,Arrhythmia,262,compare_k52_a0.2_m200_block_1,52,1040,200,0.2000,188.6110,184.3149,0.9772,0.3482,1.5304,0.2275,DONE
2026-01-28 18:23:12,Arrhythmia,262,compare_k78_a0.2_m200_block_1,78,1560,200,0.2000,217.1170,215.0040,0.9903,0.7513,2.3029,0.3263,DONE
2026-01-28 18:23:18,Arrhythmia,262,compare_k131_a0.2_m200_block_1,131,2620,200,0.2000,249.8098,249.2783,0.9979,2.1351,4.0554,0.5265,DONE
2026-01-28 18:23:21,Myocardial,111,compare_k1_a0.1_m20_block_1,1,1000,20,0.1000,2.8590,2.8590,1.0000,0.0021,0.1878,0.0111,DONE
2026-01-28 18:23:21,Myocardial,111,compare_k11_a0.1_m20_block_1,11,1000,20,0.1000,21.5093,20.8539,0.9695,0.0135,0.1801,0.0749,DONE
2026-01-28 18:23:21,Myocardial,111,compare_k22_a0.1_m20_block_1,22,1000,20,0.1000,35.2432,34.4698,0.9781,0.0323,0.1903,0.1699,DONE
2026-01-28 18:23:21,Myocardial,111,compare_k33_a0.1_m20_block_1,33,1000,20,0.1000,46.9708,46.2829,0.9854,0.0699,0.1844,0.3792,DONE
2026-01-28 18:23:22,Myocardial,111,compare_k55_a0.1_m20_block_1,55,1100,20,0.1000,69.0452,68.7067,0.9951,0.1294,0.2017,0.6414,DONE
2026-01-28 18:23:24,Myocardial,111,compare_k1_a0.1_m50_block_1,1,1000,50,0.1000,2.8590,2.4716,0.8645,0.0017,0.3304,0.0051,DONE
2026-01-28 18:23:24,Myocardial,111,compare_k11_a0.1_m50_block_1,11,1000,50,0.1000,21.5093,20.6466,0.9599,0.0135,0.4005,0.0338,DONE
2026-01-28 18:23:25,Myocardial,111,compare_k22_a0.1_m50_block_1,22,1000,50,0.1000,35.2432,34.7056,0.9847,0.0344,0.3326,0.1034,DONE
2026-01-28 18:23:25,Myocardial,111,compare_k33_a0.1_m50_block_1,33,1000,50,0.1000,46.9708,46.3504,0.9868,0.0709,0.3242,0.2187,DONE
2026-01-28 18:23:26,Myocardial,111,compare_k55_a0.1_m50_block_1,55,1100,50,0.1000,69.0452,68.7640,0.9959,0.1273,0.3850,0.3306,DONE
