2026-01-26 20:45:57,Residential,103,65,166,800,,1.0000
2026-01-26 20:45:58,Residential,103,78,307,800,,1.0000
2026-01-26 20:46:01,Residential,103,103,448,800,,1.0000
2026-01-26 20:46:05,Residential,103,103,589,800,,1.0000
2026-01-26 20:46:09,Residential,103,103,730,800,,1.0000
2026-01-26 20:46:13,Residential,103,102,871,800,,1.0000
2026-01-26 20:46:18,Residential,103,103,1012,800,,1.0000
2026-01-26 20:46:23,Residential,103,103,1153,800,,1.0000
2026-01-26 20:46:29,Residential,103,100,1294,800,,1.0000
2026-01-26 20:46:35,Residential,103,103,1435,800,,1.0000
2026-01-26 20:46:42,Residential,103,102,1576,800,,1.0000
2026-01-26 20:46:49,Residential,103,102,1717,800,,1.0000
2026-01-26 20:46:57,Residential,103,103,1858,800,,1.0000
2026-01-26 20:47:05,Residential,103,102,2000,800,,1.0000
2026-01-26 20:47:09,Residential,103,42,25,800,,1.0001
2026-01-26 20:47:09,Residential,103,65,166,800,,1.0000
2026-01-26 20:47:10,Residential,103,78,307,800,,1.0000
2026-01-26 20:47:13,Residential,103,103,448,800,,1.0000
2026-01-26 20:47:17,Residential,103,102,589,800,,1.0000
2026-01-26 20:47:21,Residential,103,103,730,800,,1.0000
2026-01-26 20:47:25,Residential,103,102,871,800,,1.0000
2026-01-26 20:47:30,Residential,103,102,1012,800,,1.0000
2026-01-26 20:47:35,Residential,103,103,1153,800,,1.0000
2026-01-26 20:47:41,Residential,103,102,1294,800,,1.0000
2026-01-26 20:47:47,Residential,103,102,1435,800,,1.0000
2026-01-26 20:47:54,Residential,103,103,1576,800,,1.0000
2026-01-26 20:48:01,Residential,103,102,1717,800,,1.0000
2026-01-26 20:48:09,Residential,103,102,1858,800,,1.0000
2026-01-26 20:48:17,Residential,103,103,2000,800,,1.0000
2026-01-26 20:48:22,Residential,103,42,25,800,,1.0002
2026-01-26 20:48:23,Residential,103,61,166,800,,1.0000
2026-01-26 20:48:25,Residential,103,84,307,800,,1.0000
2026-01-26 20:48:28,Residential,103,103,448,800,,1.0000
2026-01-26 20:48:31,Residential,103,100,589,800,,1.0000
2026-01-26 20:48:35,Residential,103,103,730,800,,1.0000
2026-01-26 20:48:40,Residential,103,97,871,800,,1.0000
2026-01-26 20:48:45,Residential,103,103,1012,800,,1.0000
2026-01-26 20:48:50,Residential,103,103,1153,800,,1.0000
2026-01-26 20:48:55,Residential,103,91,1294,800,,1.0000
2026-01-26 20:49:01,Residential,103,102,1435,800,,1.0000
2026-01-26 20:49:08,Residential,103,97,1576,800,,1.0000
2026-01-26 20:49:15,Residential,103,100,1717,800,,1.0000
2026-01-26 20:49:23,Residential,103,97,1858,800,,1.0000
2026-01-26 20:49:31,Residential,103,102,2000,800,,1.0000
